last_name,first_name,birthday,gender,typeRep,state,party,url,wikipedia_id
Davis,Rodney,1/5/1970,M,rep,IL,Republican,https://rodneydavis.house.gov,Rodney Davis (politician)
Bustos,Cheri,10/17/1961,F,rep,IL,Democrat,https://bustos.house.gov,Cheri Bustos
Walorski,Jackie,8/17/1963,F,rep,IN,Republican,https://walorski.house.gov,Jackie Walorski
Brooks,Susan,8/25/1960,F,rep,IN,Republican,https://susanwbrooks.house.gov,Susan Brooks
Barr,Garland,7/24/1973,M,rep,KY,Republican,https://barr.house.gov,Andy Barr (American politician)
Warren,Elizabeth,6/22/1949,F,sen,MA,Democrat,https://www.warren.senate.gov,Elizabeth Warren
Kennedy,Joseph,10/4/1980,M,rep,MA,Democrat,https://kennedy.house.gov,Joe Kennedy III
King,Angus,3/31/1944,M,sen,ME,Independent,https://www.king.senate.gov,Angus King
Kildee,Daniel,8/11/1958,M,rep,MI,Democrat,https://dankildee.house.gov,Dan Kildee
Wagner,Ann,9/13/1962,F,rep,MO,Republican,https://wagner.house.gov,Ann Wagner
Daines,Steve,8/20/1962,M,sen,MT,Republican,https://www.daines.senate.gov,Steve Daines
Hudson,Richard,11/4/1971,M,rep,NC,Republican,https://hudson.house.gov,Richard Hudson (American politician)
Holding,George,4/17/1968,M,rep,NC,Republican,https://holding.house.gov,George Holding
Cramer,Kevin,1/21/1961,M,sen,ND,Republican,https://www.cramer.senate.gov,Kevin Cramer
Fischer,Deb,3/1/1951,F,sen,NE,Republican,https://www.fischer.senate.gov,Deb Fischer
Kuster,Ann,9/5/1956,F,rep,NH,Democrat,https://kuster.house.gov,Ann McLane Kuster
Meng,Grace,10/1/1975,F,rep,NY,Democrat,https://meng.house.gov,Grace Meng
Jeffries,Hakeem,8/4/1970,M,rep,NY,Democrat,https://jeffries.house.gov,Hakeem Jeffries
Maloney,Sean,7/30/1966,M,rep,NY,Democrat,https://seanmaloney.house.gov,Sean Patrick Maloney
Wenstrup,Brad,6/17/1958,M,rep,OH,Republican,https://wenstrup.house.gov,Brad Wenstrup
Beatty,Joyce,3/12/1950,F,rep,OH,Democrat,https://beatty.house.gov,Joyce Beatty
Joyce,David,3/17/1957,M,rep,OH,Republican,https://joyce.house.gov,David Joyce (politician)
Mullin,Markwayne,7/26/1977,M,rep,OK,Republican,https://mullin.house.gov,Markwayne Mullin
Perry,Scott,5/27/1962,M,rep,PA,Republican,https://perry.house.gov,Scott Perry (politician)
Cartwright,Matthew,5/1/1961,M,rep,PA,Democrat,https://cartwright.house.gov,Matt Cartwright
Rice,Tom,8/4/1957,M,rep,SC,Republican,https://rice.house.gov,Tom Rice
Cruz,Ted,12/22/1970,M,sen,TX,Republican,https://www.cruz.senate.gov,Ted Cruz
Weber,Randy,7/2/1953,M,rep,TX,Republican,https://weber.house.gov,Randy Weber
Castro,Joaquin,9/16/1974,M,rep,TX,Democrat,https://castro.house.gov,Joaquin Castro
Williams,Roger,9/13/1949,M,rep,TX,Republican,https://williams.house.gov,Roger Williams (American politician)
Veasey,Marc,1/3/1971,M,rep,TX,Democrat,https://veasey.house.gov,Marc Veasey
Vela,Filemon,2/13/1963,M,rep,TX,Democrat,https://vela.house.gov,Filemon Vela Jr.
Stewart,Chris,7/15/1960,M,rep,UT,Republican,https://stewart.house.gov,Chris Stewart (politician)
Kaine,Timothy,2/26/1958,M,sen,VA,Democrat,https://www.kaine.senate.gov,Tim Kaine
Kilmer,Derek,1/1/1974,M,rep,WA,Democrat,https://kilmer.house.gov,Derek Kilmer
Heck,Denny,7/29/1952,M,rep,WA,Democrat,https://dennyheck.house.gov,Denny Heck
Pocan,Mark,8/14/1964,M,rep,WI,Democrat,https://pocan.house.gov,Mark Pocan
Kelly,Robin,4/30/1956,F,rep,IL,Democrat,https://robinkelly.house.gov,Robin Kelly
Smith,Jason,6/16/1980,M,rep,MO,Republican,https://jasonsmith.house.gov,Jason Smith (politician)
Booker,Cory,4/27/1969,M,sen,NJ,Democrat,https://www.booker.senate.gov,Cory Booker
Clark,Katherine,7/17/1963,F,rep,MA,Democrat,https://katherineclark.house.gov,Katherine Clark
Byrne,Bradley,2/16/1955,M,rep,AL,Republican,https://byrne.house.gov,Bradley Byrne
Norcross,Donald,12/13/1958,M,rep,NJ,Democrat,https://norcross.house.gov,Donald Norcross
Adams,Alma,5/27/1946,F,rep,NC,Democrat,https://adams.house.gov,Alma Adams
Palmer,Gary,5/14/1954,M,rep,AL,Republican,https://palmer.house.gov,Gary Palmer (politician)
Hill,French,12/5/1956,M,rep,AR,Republican,https://hill.house.gov,French Hill (politician)
Westerman,Bruce,11/18/1967,M,rep,AR,Republican,https://westerman.house.gov,Bruce Westerman
Gallego,Ruben,11/20/1979,M,rep,AZ,Democrat,https://rubengallego.house.gov,Ruben Gallego
DeSaulnier,Mark,3/31/1952,M,rep,CA,Democrat,https://desaulnier.house.gov,Mark DeSaulnier
Aguilar,Pete,6/19/1979,M,rep,CA,Democrat,https://aguilar.house.gov,Pete Aguilar
Lieu,Ted,3/29/1969,M,rep,CA,Democrat,https://lieu.house.gov,Ted Lieu
Torres,Norma,4/4/1965,F,rep,CA,Democrat,https://torres.house.gov,Norma Torres
Buck,Ken,2/16/1959,M,rep,CO,Republican,https://buck.house.gov,Ken Buck
Carter,Buddy,9/6/1957,M,rep,GA,Republican,https://buddycarter.house.gov,Buddy Carter
Hice,Jody,4/22/1960,M,rep,GA,Republican,https://hice.house.gov,Jody Hice
Loudermilk,Barry,12/22/1963,M,rep,GA,Republican,https://loudermilk.house.gov,Barry Loudermilk
Allen,Rick,11/7/1951,M,rep,GA,Republican,https://allen.house.gov,Rick W. Allen
Bost,Mike,12/30/1960,M,rep,IL,Republican,https://bost.house.gov,Mike Bost
Abraham,Ralph,9/16/1954,M,rep,LA,Republican,https://abraham.house.gov,Ralph Abraham (politician)
Graves,Garret,1/31/1972,M,rep,LA,Republican,https://garretgraves.house.gov,Garret Graves
Moulton,Seth,10/24/1978,M,rep,MA,Democrat,https://moulton.house.gov,Seth Moulton
Moolenaar,John,5/8/1961,M,rep,MI,Republican,https://moolenaar.house.gov,John Moolenaar
Dingell,Debbie,11/23/1953,F,rep,MI,Democrat,https://debbiedingell.house.gov,Debbie Dingell
Lawrence,Brenda,10/18/1954,F,rep,MI,Democrat,https://lawrence.house.gov,Brenda Lawrence
Emmer,Tom,3/3/1961,M,rep,MN,Republican,https://emmer.house.gov,Tom Emmer
Rouzer,David,2/16/1972,M,rep,NC,Republican,https://rouzer.house.gov,David Rouzer
Watson Coleman,Bonnie,2/6/1945,F,rep,NJ,Democrat,https://watsoncoleman.house.gov,Bonnie Watson Coleman
Zeldin,Lee,1/30/1980,M,rep,NY,Republican,https://zeldin.house.gov,Lee Zeldin
Rice,Kathleen,2/15/1965,F,rep,NY,Democrat,https://kathleenrice.house.gov,Kathleen Rice
Stefanik,Elise,7/2/1984,F,rep,NY,Republican,https://stefanik.house.gov,Elise Stefanik
Katko,John,11/9/1962,M,rep,NY,Republican,https://katko.house.gov,John Katko
Boyle,Brendan,2/6/1977,M,rep,PA,Democrat,https://boyle.house.gov,Brendan Boyle
Hurd,Will,8/19/1977,M,rep,TX,Republican,https://hurd.house.gov,Will Hurd
Babin,Brian,3/23/1948,M,rep,TX,Republican,https://babin.house.gov,Brian Babin
Beyer,Donald,6/20/1950,M,rep,VA,Democrat,https://beyer.house.gov,Don Beyer
Plaskett,Stacey,5/13/1966,F,rep,VI,Democrat,https://plaskett.house.gov,Stacey Plaskett
Newhouse,Dan,7/10/1955,M,rep,WA,Republican,https://newhouse.house.gov,Dan Newhouse
Grothman,Glenn,7/3/1955,M,rep,WI,Republican,https://grothman.house.gov,Glenn Grothman
Mooney,Alex,6/5/1971,M,rep,WV,Republican,https://mooney.house.gov,Alex Mooney
Amata,Aumua,12/29/1947,F,rep,AS,Republican,https://radewagen.house.gov,Amata Coleman Radewagen
Sullivan,Dan,11/13/1964,M,sen,AK,Republican,https://www.sullivan.senate.gov,Dan Sullivan (U.S. senator)
Perdue,David,12/10/1949,M,sen,GA,Republican,https://www.perdue.senate.gov,David Perdue
Ernst,Joni,7/1/1970,F,sen,IA,Republican,https://www.ernst.senate.gov/public,Joni Ernst
Tillis,Thom,8/30/1960,M,sen,NC,Republican,https://www.tillis.senate.gov,Thom Tillis
Rounds,Mike,10/24/1954,M,sen,SD,Republican,https://www.rounds.senate.gov,Mike Rounds
Walker,Mark,5/20/1969,M,rep,NC,Republican,https://walker.house.gov,Mark Walker (North Carolina politician)
Sasse,Benjamin,2/22/1972,M,sen,NE,Republican,https://www.sasse.senate.gov/public,Ben Sasse
Kelly,Trent,3/1/1966,M,rep,MS,Republican,https://trentkelly.house.gov,Trent Kelly
LaHood,Darin,7/5/1968,M,rep,IL,Republican,https://lahood.house.gov,Darin LaHood
Davidson,Warren,3/1/1970,M,rep,OH,Republican,https://davidson.house.gov,Warren Davidson
Comer,James,8/19/1972,M,rep,KY,Republican,https://comer.house.gov,James Comer (politician)
Evans,Dwight,5/16/1954,M,rep,PA,Democrat,https://evans.house.gov,Dwight Evans (politician)
Harris,Kamala,10/20/1964,F,sen,CA,Democrat,https://www.harris.senate.gov,Kamala Harris
Kennedy,John,11/21/1951,M,sen,LA,Republican,https://www.kennedy.senate.gov/public,John Kennedy (Louisiana politician)
Hassan,Margaret,2/27/1958,F,sen,NH,Democrat,https://www.hassan.senate.gov,Maggie Hassan
Cortez Masto,Catherine,3/29/1964,F,sen,NV,Democrat,https://www.cortezmasto.senate.gov,Catherine Cortez Masto
Schneider,Bradley,8/20/1961,M,rep,IL,Democrat,https://schneider.house.gov,Brad Schneider
O’Halleran,Tom,1/24/1946,M,rep,AZ,Democrat,https://ohalleran.house.gov,Tom O'Halleran
Biggs,Andy,11/7/1958,M,rep,AZ,Republican,https://biggs.house.gov,Andy Biggs
Khanna,Ro,9/13/1976,M,rep,CA,Democrat,https://khanna.house.gov,Ro Khanna
Panetta,Jimmy,10/1/1969,M,rep,CA,Democrat,https://panetta.house.gov,Jimmy Panetta
Carbajal,Salud,11/18/1964,M,rep,CA,Democrat,https://carbajal.house.gov,Salud Carbajal
Barragán,Nanette,9/15/1976,F,rep,CA,Democrat,https://barragan.house.gov,Nanette Barragán
Correa,J.,1/24/1958,M,rep,CA,Democrat,https://correa.house.gov,Lou Correa
Blunt Rochester,Lisa,2/10/1962,F,rep,DE,Democrat,https://bluntrochester.house.gov,Lisa Blunt Rochester
Gaetz,Matt,5/7/1982,M,rep,FL,Republican,https://gaetz.house.gov,Matt Gaetz
Dunn,Neal,2/16/1953,M,rep,FL,Republican,https://dunn.house.gov,Neal Dunn
Rutherford,John,9/2/1952,M,rep,FL,Republican,https://rutherford.house.gov,John Rutherford (Florida politician)
Lawson,Al,9/23/1948,M,rep,FL,Democrat,https://lawson.house.gov,Al Lawson
Murphy,Stephanie,9/16/1978,F,rep,FL,Democrat,https://murphy.house.gov,Stephanie Murphy
Soto,Darren,2/25/1978,M,rep,FL,Democrat,https://soto.house.gov,Darren Soto
Demings,Val,3/12/1957,F,rep,FL,Democrat,https://demings.house.gov,Val Demings
Crist,Charlie,7/24/1956,M,rep,FL,Democrat,https://crist.house.gov,Charlie Crist
Mast,Brian,7/10/1980,M,rep,FL,Republican,https://mast.house.gov,Brian Mast
Rooney,Francis,12/4/1953,M,rep,FL,Republican,https://francisrooney.house.gov,Francis Rooney
Ferguson,A.,11/15/1966,M,rep,GA,Republican,https://ferguson.house.gov,Drew Ferguson (politician)
Krishnamoorthi,Raja,7/19/1973,M,rep,IL,Democrat,https://krishnamoorthi.house.gov,Raja Krishnamoorthi
Banks,Jim,7/16/1979,M,rep,IN,Republican,https://banks.house.gov,Jim Banks
Hollingsworth,Trey,9/12/1983,M,rep,IN,Republican,https://hollingsworth.house.gov,Trey Hollingsworth
Marshall,Roger,8/9/1960,M,rep,KS,Republican,https://marshall.house.gov,Roger Marshall (politician)
Higgins,Clay,8/24/1961,M,rep,LA,Republican,https://clayhiggins.house.gov,Clay Higgins
Johnson,Mike,1/30/1972,M,rep,LA,Republican,https://mikejohnson.house.gov,Mike Johnson (Louisiana politician)
Brown,Anthony,11/21/1961,M,rep,MD,Democrat,https://anthonybrown.house.gov,Anthony G. Brown
Raskin,Jamie,12/13/1962,M,rep,MD,Democrat,https://raskin.house.gov,Jamie Raskin
Bergman,Jack,2/2/1947,M,rep,MI,Republican,https://bergman.house.gov,Jack Bergman
Mitchell,Paul,5/8/1961,M,rep,MI,Independent,https://mitchell.house.gov,Paul Mitchell (politician)
Budd,Ted,10/21/1971,M,rep,NC,Republican,https://budd.house.gov,Ted Budd
Bacon,Don,8/16/1963,M,rep,NE,Republican,https://bacon.house.gov,Don Bacon (politician)
Gottheimer,Josh,3/8/1975,M,rep,NJ,Democrat,https://gottheimer.house.gov,Josh Gottheimer
Rosen,Jacky,8/2/1957,F,sen,NV,Democrat,https://www.rosen.senate.gov,Jacky Rosen
Suozzi,Thomas,8/31/1962,M,rep,NY,Democrat,https://suozzi.house.gov,Thomas Suozzi
Espaillat,Adriano,9/27/1954,M,rep,NY,Democrat,https://espaillat.house.gov,Adriano Espaillat
Fitzpatrick,Brian,12/17/1973,M,rep,PA,Republican,https://fitzpatrick.house.gov,Brian Fitzpatrick (American politician)
Smucker,Lloyd,1/23/1964,M,rep,PA,Republican,https://smucker.house.gov,Lloyd Smucker
González-Colón,Jenniffer,8/5/1976,F,rep,PR,Republican,https://gonzalez-colon.house.gov,Jenniffer González
Kustoff,David,10/8/1966,M,rep,TN,Republican,https://kustoff.house.gov,David Kustoff
Gonzalez,Vicente,9/4/1967,M,rep,TX,Democrat,https://gonzalez.house.gov,Vicente Gonzalez (politician)
Arrington,Jodey,3/9/1972,M,rep,TX,Republican,https://arrington.house.gov,Jodey Arrington
McEachin,A.,10/10/1961,M,rep,VA,Democrat,https://mceachin.house.gov,Donald McEachin
Jayapal,Pramila,9/21/1965,F,rep,WA,Democrat,https://jayapal.house.gov,Pramila Jayapal
Gallagher,Mike,3/3/1984,M,rep,WI,Republican,https://gallagher.house.gov,Mike Gallagher (American politician)
Cheney,Liz,7/28/1966,F,rep,WY,Republican,https://cheney.house.gov,Liz Cheney
Estes,Ron,7/19/1956,M,rep,KS,Republican,https://estes.house.gov,Ron Estes
Gianforte,Greg,4/17/1961,M,rep,MT,Republican,https://gianforte.house.gov,Greg Gianforte
Norman,Ralph,6/20/1953,M,rep,SC,Republican,https://norman.house.gov,Ralph Norman
Gomez,Jimmy,11/25/1974,M,rep,CA,Democrat,https://gomez.house.gov,Jimmy Gomez
Curtis,John,5/10/1960,M,rep,UT,Republican,https://curtis.house.gov,John Curtis (Utah politician)
Jones,Doug,5/4/1954,M,sen,AL,Democrat,https://www.jones.senate.gov,Doug Jones (politician)
Smith,Tina,3/4/1958,F,sen,MN,Democrat,https://www.smith.senate.gov,Tina Smith
Hyde-Smith,Cindy,5/10/1959,F,sen,MS,Republican,https://www.hydesmith.senate.gov,Cindy Hyde-Smith
Lamb,Conor,6/27/1984,M,rep,PA,Democrat,https://lamb.house.gov,Conor Lamb
Lesko,Debbie,11/14/1958,F,rep,AZ,Republican,https://lesko.house.gov,Debbie Lesko
Cloud,Michael,5/13/1975,M,rep,TX,Republican,https://cloud.house.gov,Michael Cloud
Balderson,Troy,1/16/1962,M,rep,OH,Republican,https://balderson.house.gov,Troy Balderson
Hern,Kevin,12/4/1961,M,rep,OK,Republican,https://hern.house.gov,Kevin Hern
Morelle,Joseph,4/29/1957,M,rep,NY,Democrat,https://morelle.house.gov,Joseph Morelle
Scanlon,Mary,8/30/1959,F,rep,PA,Democrat,https://scanlon.house.gov,Mary Gay Scanlon
Wild,Susan,6/7/1957,F,rep,PA,Democrat,https://wild.house.gov,Susan Wild
Case,Ed,9/27/1952,M,rep,HI,Democrat,https://case.house.gov,Ed Case
Horsford,Steven,4/29/1973,M,rep,NV,Democrat,https://horsford.house.gov,Steven Horsford
Kirkpatrick,Ann,3/24/1950,F,rep,AZ,Democrat,https://kirkpatrick.house.gov,Ann Kirkpatrick
Stanton,Greg,3/8/1970,M,rep,AZ,Democrat,https://stanton.house.gov,Greg Stanton
Harder,Josh,8/1/1986,M,rep,CA,Democrat,https://harder.house.gov,Josh Harder
Cox,TJ,7/18/1963,M,rep,CA,Democrat,https://cox.house.gov,TJ Cox
Cisneros,Gilbert,2/12/1971,M,rep,CA,Democrat,https://cisneros.house.gov,Gil Cisneros
Porter,Katie,1/3/1974,F,rep,CA,Democrat,https://porter.house.gov,Katie Porter
Rouda,Harley,12/10/1961,M,rep,CA,Democrat,https://rouda.house.gov,Harley Rouda
Levin,Mike,10/28/1978,M,rep,CA,Democrat,https://mikelevin.house.gov,Mike Levin
Neguse,Joe,5/13/1984,M,rep,CO,Democrat,https://neguse.house.gov,Joe Neguse
Crow,Jason,3/15/1979,M,rep,CO,Democrat,https://crow.house.gov,Jason Crow
Hayes,Jahana,3/8/1973,F,rep,CT,Democrat,https://hayes.house.gov,Jahana Hayes
Waltz,Michael,1/31/1974,M,rep,FL,Republican,https://waltz.house.gov,Michael Waltz
Spano,Ross,7/16/1966,M,rep,FL,Republican,https://spano.house.gov,Ross Spano
Steube,W.,5/19/1978,M,rep,FL,Republican,https://steube.house.gov,Greg Steube
Mucarsel-Powell,Debbie,1/18/1971,F,rep,FL,Democrat,https://mucarsel-powell.house.gov,Debbie Mucarsel-Powell
Shalala,Donna,2/14/1941,F,rep,FL,Democrat,https://shalala.house.gov,Donna Shalala
McBath,Lucy,6/1/1960,F,rep,GA,Democrat,https://mcbath.house.gov,Lucy McBath
San Nicolas,Michael,1/30/1981,M,rep,GU,Democrat,https://sannicolas.house.gov,Michael San Nicolas
Finkenauer,Abby,12/27/1988,F,rep,IA,Democrat,https://finkenauer.house.gov,Abby Finkenauer
Axne,Cynthia,4/20/1965,F,rep,IA,Democrat,https://axne.house.gov,Cindy Axne
Fulcher,Russ,7/19/1973,M,rep,ID,Republican,https://fulcher.house.gov,Russ Fulcher
García,Jesús,4/12/1956,M,rep,IL,Democrat,https://chuygarcia.house.gov,"Jesús ""Chuy"" García"
Casten,Sean,11/23/1971,M,rep,IL,Democrat,https://casten.house.gov,Sean Casten
Underwood,Lauren,10/4/1986,F,rep,IL,Democrat,https://underwood.house.gov,Lauren Underwood
Baird,James,6/4/1945,M,rep,IN,Republican,https://baird.house.gov,Jim Baird (politician)
Pence,Greg,11/14/1956,M,rep,IN,Republican,https://pence.house.gov,Greg Pence
Watkins,Steven,9/18/1976,M,rep,KS,Republican,https://watkins.house.gov,Steve Watkins
Davids,Sharice,5/22/1980,F,rep,KS,Democrat,https://davids.house.gov,Sharice Davids
Trahan,Lori,10/27/1973,F,rep,MA,Democrat,https://trahan.house.gov,Lori Trahan
Pressley,Ayanna,2/3/1974,F,rep,MA,Democrat,https://pressley.house.gov,Ayanna Pressley
Trone,David,9/21/1955,M,rep,MD,Democrat,https://trone.house.gov,David Trone
Slotkin,Elissa,7/10/1976,F,rep,MI,Democrat,https://slotkin.house.gov,Elissa Slotkin
Levin,Andy,8/1/1960,M,rep,MI,Democrat,https://andylevin.house.gov,Andy Levin
Stevens,Haley,6/24/1983,F,rep,MI,Democrat,https://stevens.house.gov,Haley Stevens
Tlaib,Rashida,7/24/1976,F,rep,MI,Democrat,https://tlaib.house.gov,Rashida Tlaib
Hagedorn,Jim,8/4/1962,M,rep,MN,Republican,https://hagedorn.house.gov,Jim Hagedorn
Craig,Angie,2/14/1972,F,rep,MN,Democrat,https://craig.house.gov,Angie Craig
Phillips,Dean,1/20/1969,M,rep,MN,Democrat,https://phillips.house.gov,Dean Phillips
Omar,Ilhan,10/4/1981,F,rep,MN,Democrat,https://omar.house.gov,Ilhan Omar
Stauber,Pete,5/10/1966,M,rep,MN,Republican,https://stauber.house.gov,Pete Stauber
Guest,Michael,2/4/1970,M,rep,MS,Republican,https://guest.house.gov,Michael Guest (politician)
Armstrong,Kelly,10/8/1976,M,rep,ND,Republican,https://armstrong.house.gov,Kelly Armstrong
Pappas,Chris,6/4/1980,M,rep,NH,Democrat,https://pappas.house.gov,Chris Pappas (politician)
Van Drew,Jefferson,2/23/1953,M,rep,NJ,Republican,https://vandrew.house.gov,Jeff Van Drew
Kim,Andy,7/12/1982,M,rep,NJ,Democrat,https://kim.house.gov,Andy Kim (politician)
Malinowski,Tom,9/23/1965,M,rep,NJ,Democrat,https://malinowski.house.gov,Tom Malinowski
Sherrill,Mikie,1/19/1972,F,rep,NJ,Democrat,https://sherrill.house.gov,Mikie Sherrill
Haaland,Debra,12/2/1960,F,rep,NM,Democrat,https://haaland.house.gov,Deb Haaland
Torres Small,Xochitl,11/15/1984,F,rep,NM,Democrat,https://torressmall.house.gov,Xochitl Torres Small
Lee,Susie,11/7/1966,F,rep,NV,Democrat,https://susielee.house.gov,Susie Lee
Rose,Max,11/28/1986,M,rep,NY,Democrat,https://maxrose.house.gov,Max Rose
Ocasio-Cortez,Alexandria,10/13/1989,F,rep,NY,Democrat,https://ocasio-cortez.house.gov,Alexandria Ocasio-Cortez
Delgado,Antonio,1/19/1977,M,rep,NY,Democrat,https://delgado.house.gov,Antonio Delgado (politician)
Brindisi,Anthony,11/22/1978,M,rep,NY,Democrat,https://brindisi.house.gov,Anthony Brindisi
Gonzalez,Anthony,9/19/1984,M,rep,OH,Republican,https://anthonygonzalez.house.gov,Anthony Gonzalez
Horn,Kendra,6/9/1976,F,rep,OK,Democrat,https://horn.house.gov,Kendra Horn
Dean,Madeleine,6/6/1959,F,rep,PA,Democrat,https://dean.house.gov,Madeleine Dean
Houlahan,Chrissy,6/5/1967,F,rep,PA,Democrat,https://houlahan.house.gov,Chrissy Houlahan
Meuser,Daniel,2/10/1964,M,rep,PA,Republican,https://meuser.house.gov,Dan Meuser
Joyce,John,2/8/1957,M,rep,PA,Republican,https://johnjoyce.house.gov,John Joyce (American politician)
Reschenthaler,Guy,4/17/1983,M,rep,PA,Republican,https://reschenthaler.house.gov,Guy Reschenthaler
Cunningham,Joe,5/26/1982,M,rep,SC,Democrat,https://cunningham.house.gov,Joe Cunningham (American politician)
Timmons,William,4/30/1984,M,rep,SC,Republican,https://timmons.house.gov,William Timmons
Johnson,Dusty,9/30/1976,M,rep,SD,Republican,https://dustyjohnson.house.gov,Dusty Johnson
Burchett,Tim,8/25/1964,M,rep,TN,Republican,https://burchett.house.gov,Tim Burchett
Rose,John,2/23/1965,M,rep,TN,Republican,https://johnrose.house.gov,John Rose (Tennessee politician)
Green,Mark,11/8/1964,M,rep,TN,Republican,https://markgreen.house.gov,Mark E. Green
Crenshaw,Dan,3/14/1984,M,rep,TX,Republican,https://crenshaw.house.gov,Dan Crenshaw
Taylor,Van,8/1/1972,M,rep,TX,Republican,https://vantaylor.house.gov,Van Taylor
Gooden,Lance,12/1/1982,M,rep,TX,Republican,https://gooden.house.gov,Lance Gooden
Wright,Ron,4/8/1953,M,rep,TX,Republican,https://wright.house.gov,Ron Wright (politician)
Fletcher,Lizzie,2/13/1975,F,rep,TX,Democrat,https://fletcher.house.gov,Lizzie Fletcher
Escobar,Veronica,9/15/1969,F,rep,TX,Democrat,https://escobar.house.gov,Veronica Escobar
Roy,Chip,8/7/1972,M,rep,TX,Republican,https://roy.house.gov,Chip Roy
Garcia,Sylvia,9/6/1950,F,rep,TX,Democrat,https://sylviagarcia.house.gov,Sylvia Garcia
Allred,Colin,4/15/1983,M,rep,TX,Democrat,https://allred.house.gov,Colin Allred
McAdams,Ben,12/5/1974,M,rep,UT,Democrat,https://mcadams.house.gov,Ben McAdams
Luria,Elaine,8/15/1975,F,rep,VA,Democrat,https://luria.house.gov,Elaine Luria
Riggleman,Denver,3/1/1970,M,rep,VA,Republican,https://riggleman.house.gov,Denver Riggleman
Cline,Ben,2/29/1972,M,rep,VA,Republican,https://cline.house.gov,Ben Cline
Spanberger,Abigail,8/7/1979,F,rep,VA,Democrat,https://spanberger.house.gov,Abigail Spanberger
Wexton,Jennifer,5/27/1968,F,rep,VA,Democrat,https://wexton.house.gov,Jennifer Wexton
Schrier,Kim,8/23/1968,F,rep,WA,Democrat,https://schrier.house.gov,Kim Schrier
Steil,Bryan,3/30/1981,M,rep,WI,Republican,https://steil.house.gov,Bryan Steil
Miller,Carol,11/4/1950,F,rep,WV,Republican,https://miller.house.gov,Carol Miller (politician)
Scott,Rick,12/1/1952,M,sen,FL,Republican,https://www.rickscott.senate.gov,Rick Scott
Braun,Mike,3/24/1954,M,sen,IN,Republican,https://www.braun.senate.gov,Mike Braun
Hawley,Joshua,12/31/1979,M,sen,MO,Republican,https://www.hawley.senate.gov,Josh Hawley
Romney,Mitt,3/12/1947,M,sen,UT,Republican,https://www.romney.senate.gov,Mitt Romney
Golden,Jared,7/25/1982,M,rep,ME,Democrat,https://golden.house.gov,Jared Golden
Keller,Fred,10/23/1965,M,rep,PA,Republican,https://keller.house.gov,Fred Keller (politician)
Bishop,Dan,7/1/1964,M,rep,NC,Republican,https://danbishop.house.gov/,Dan Bishop
Murphy,Gregory,3/5/1963,M,rep,NC,Republican,https://gregmurphy.house.gov/,Greg Murphy (politician)
Loeffler,Kelly,11/27/1970,F,sen,GA,Republican,https://www.loeffler.senate.gov,Kelly Loeffler
Mfume,Kweisi,10/24/1948,M,rep,MD,Democrat,Kweisi Mfume
Tiffany,Thomas,12/30/1957,M,rep,WI,Republican,Tom Tiffany
Garcia,Mike,4/24/1976,M,rep,CA,Republican,Mike Garcia (politician)
Jacobs,Chris,11/28/1966,M,rep,NY,Republican,Chris Jacobs (politician)
Kelly,Mark,2/21/1964,M,sen,AZ,Democrat,https://www.kelly.senate.gov,Mark Kelly
Hall,Kwanza,5/1/1971,M,rep,GA,Democrat,https://hall.house.gov/,Kwanza Hall
